epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,1731.15,0.98512,0.95464,1.60897,0.37131,0.34948,0.32318,0.15785,1.8907,3.63463,2.84663,0.000566772,0.000566772,0.000566772
21,1810.51,0.98804,0.97244,1.62059,0.35903,0.3502,0.33382,0.18117,1.84979,3.39441,2.72947,0.00054876,0.00054876,0.00054876
22,1890.15,0.99191,0.9583,1.6281,0.37987,0.30686,0.2953,0.15673,1.89733,3.70471,2.82387,0.000530748,0.000530748,0.000530748
23,1969.75,0.97842,0.93665,1.60157,0.38384,0.36585,0.33049,0.15344,1.99103,3.31421,2.9803,0.000512736,0.000512736,0.000512736
24,2049.35,0.94541,0.8928,1.57586,0.38726,0.37924,0.3349,0.16484,1.95364,3.4213,2.88348,0.000494724,0.000494724,0.000494724
25,2129.05,0.94885,0.89209,1.57418,0.38751,0.38089,0.33108,0.15904,1.98008,3.39796,2.94489,0.000476712,0.000476712,0.000476712
26,2215.96,0.92372,0.8516,1.54839,0.40813,0.37116,0.3432,0.16506,1.92869,3.31076,3.06099,0.0004587,0.0004587,0.0004587
27,2303.33,0.92698,0.87129,1.56865,0.3934,0.36709,0.33015,0.16926,1.95228,3.67691,3.00709,0.000440688,0.000440688,0.000440688
28,2390.51,0.89264,0.81217,1.52184,0.36986,0.37111,0.32527,0.15924,1.88477,3.40073,2.93381,0.000422676,0.000422676,0.000422676
29,2477.67,0.89733,0.81525,1.52632,0.40214,0.40072,0.34555,0.17373,1.91896,3.61495,2.8952,0.000404664,0.000404664,0.000404664
30,2564.71,0.88712,0.80604,1.50508,0.44047,0.3645,0.32992,0.17288,1.98413,3.56522,2.91649,0.000386652,0.000386652,0.000386652
31,2652.04,0.87204,0.79727,1.4926,0.38025,0.33637,0.3264,0.16489,1.94746,3.49632,2.9757,0.000368639,0.000368639,0.000368639
32,2739.13,0.85876,0.7818,1.48958,0.38357,0.36352,0.34355,0.17461,1.95621,3.47718,2.96801,0.000350627,0.000350627,0.000350627
33,2826.35,0.85903,0.78983,1.49434,0.4573,0.39013,0.38694,0.18794,1.8631,3.25808,2.81827,0.000332615,0.000332615,0.000332615
34,2913.81,0.85016,0.78747,1.48206,0.38039,0.35446,0.32818,0.16699,1.89717,3.6491,2.86634,0.000314603,0.000314603,0.000314603
35,3000.88,0.84292,0.75812,1.47038,0.37449,0.35727,0.32099,0.16953,1.9782,3.65604,2.92737,0.000296591,0.000296591,0.000296591
36,3087.9,0.82998,0.75298,1.46657,0.44983,0.35669,0.34344,0.17115,1.8855,3.75914,2.92472,0.000278579,0.000278579,0.000278579
37,3175.12,0.81179,0.72815,1.44961,0.44246,0.33644,0.34438,0.1766,1.90844,3.75795,2.90663,0.000260567,0.000260567,0.000260567
38,3262.19,0.82462,0.75206,1.44508,0.43466,0.34981,0.33153,0.17498,1.84476,3.69692,2.8978,0.000242555,0.000242555,0.000242555
39,3349.48,0.8018,0.72172,1.42915,0.3966,0.34492,0.34131,0.17755,1.94164,3.72678,3.06944,0.000224543,0.000224543,0.000224543
40,3436.75,0.80737,0.72128,1.4399,0.48536,0.34151,0.37181,0.19337,1.85617,3.54392,2.9139,0.000206531,0.000206531,0.000206531
41,3524.48,0.66779,0.5074,1.32963,0.38242,0.33044,0.309,0.15838,1.9225,3.71552,3.00893,0.000188519,0.000188519,0.000188519
42,3611.2,0.65664,0.50146,1.32554,0.40596,0.32204,0.32759,0.16798,1.8892,3.69378,2.98507,0.000170507,0.000170507,0.000170507
43,3697.71,0.64414,0.48217,1.32186,0.43295,0.32812,0.35149,0.17845,1.9036,3.66936,2.94907,0.000152495,0.000152495,0.000152495
44,3784.23,0.62275,0.45309,1.29009,0.42889,0.30959,0.34968,0.17702,1.93755,3.77063,2.97385,0.000134483,0.000134483,0.000134483
45,3870.92,0.61224,0.44873,1.28258,0.39605,0.30321,0.34921,0.18269,1.91593,3.83251,3.00082,0.000116471,0.000116471,0.000116471
46,3957.3,0.60693,0.44305,1.26975,0.42801,0.30723,0.35317,0.18425,1.92254,3.91527,2.9998,9.84592e-05,9.84592e-05,9.84592e-05
47,4043.76,0.58883,0.43521,1.26641,0.4296,0.32176,0.35816,0.19558,1.88804,3.86927,2.95036,8.04472e-05,8.04472e-05,8.04472e-05
48,4130.56,0.58705,0.43152,1.24933,0.43029,0.33477,0.36431,0.19109,1.91421,3.81912,2.99923,6.24352e-05,6.24352e-05,6.24352e-05
49,4216.98,0.5792,0.43209,1.25814,0.42506,0.32627,0.35637,0.18729,1.90187,3.89759,2.97007,4.44232e-05,4.44232e-05,4.44232e-05
50,4303.42,0.56236,0.41957,1.22768,0.41682,0.30768,0.35918,0.18358,1.89918,3.97488,3.01269,2.64112e-05,2.64112e-05,2.64112e-05
