epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,1230.06,1.0899,1.16753,1.77341,0.30446,0.35651,0.31416,0.15677,1.95349,3.14742,2.98803,0.000674841,0.000674841,0.000674841
15,1317.39,1.06587,1.06532,1.76629,0.4227,0.4002,0.36403,0.17221,1.98622,3.03575,2.97313,0.000656829,0.000656829,0.000656829
16,1405.09,1.05438,1.05675,1.75564,0.3712,0.37704,0.35182,0.16351,2.00325,3.15789,3.15235,0.000638817,0.000638817,0.000638817
17,1492.41,1.03087,1.03933,1.73661,0.41043,0.39109,0.33098,0.16152,1.92553,3.21387,2.98751,0.000620805,0.000620805,0.000620805
18,1579.66,1.02249,0.98038,1.69542,0.2914,0.33597,0.27673,0.12938,1.9175,3.5572,2.97695,0.000602793,0.000602793,0.000602793
19,1667.1,1.03054,1.01591,1.73257,0.35979,0.37418,0.32768,0.14938,1.99536,3.44168,3.08331,0.00058478,0.00058478,0.00058478
20,1754.47,1.00586,0.97188,1.67299,0.344,0.37314,0.31887,0.14887,1.99578,3.47974,3.12557,0.000566768,0.000566768,0.000566768
21,1841.65,0.99727,0.98263,1.68943,0.44699,0.32,0.3328,0.15272,1.94779,3.59643,2.99206,0.000548756,0.000548756,0.000548756
22,1928.88,1.00724,0.97176,1.68183,0.40506,0.34194,0.32689,0.15721,1.98314,3.56044,3.03801,0.000530744,0.000530744,0.000530744
23,2016.29,0.98532,0.94381,1.66593,0.36549,0.35937,0.32446,0.15931,1.94422,3.4786,3.08112,0.000512732,0.000512732,0.000512732
24,2103.53,0.95868,0.91852,1.63489,0.38503,0.37923,0.3391,0.16189,1.96864,3.57388,3.07725,0.000494719,0.000494719,0.000494719
25,2190.74,0.96467,0.91475,1.62355,0.37259,0.30926,0.30298,0.14803,1.92511,3.44411,2.99479,0.000476707,0.000476707,0.000476707
26,2278.01,0.95468,0.88221,1.62284,0.33464,0.36638,0.31648,0.14906,1.95762,3.4563,3.16845,0.000458695,0.000458695,0.000458695
27,2365.35,0.94267,0.89084,1.64517,0.40527,0.34328,0.32276,0.15592,1.91963,3.67529,2.92229,0.000440683,0.000440683,0.000440683
28,2452.59,0.91379,0.8343,1.57892,0.39177,0.35879,0.34887,0.16352,2.00969,3.49547,3.11155,0.000422671,0.000422671,0.000422671
29,2539.97,0.90965,0.81504,1.58188,0.40823,0.31521,0.31675,0.15587,2.04044,3.67804,3.20351,0.000404658,0.000404658,0.000404658
30,2627.18,0.90221,0.81604,1.55844,0.42422,0.35011,0.32865,0.15686,1.97332,3.58364,3.07872,0.000386646,0.000386646,0.000386646
31,2714.37,0.88256,0.82569,1.557,0.37003,0.35602,0.31988,0.16116,2.02125,3.66971,3.17136,0.000368634,0.000368634,0.000368634
32,2801.75,0.88168,0.80282,1.54881,0.36672,0.32301,0.29907,0.1529,1.99966,3.6904,3.23888,0.000350622,0.000350622,0.000350622
33,2888.94,0.87823,0.79636,1.55682,0.39096,0.35216,0.30673,0.15084,1.97469,3.71762,3.18665,0.00033261,0.00033261,0.00033261
34,2976.06,0.87449,0.80218,1.55771,0.38843,0.37626,0.32486,0.16124,2.06498,3.64131,3.32739,0.000314597,0.000314597,0.000314597
35,3063.39,0.86047,0.77867,1.53368,0.37256,0.35421,0.31737,0.16468,1.98564,3.6423,3.1174,0.000296585,0.000296585,0.000296585
36,3150.5,0.85529,0.77873,1.53677,0.40122,0.34552,0.30809,0.1521,1.96402,3.81764,3.16362,0.000278573,0.000278573,0.000278573
37,3237.7,0.83708,0.74949,1.518,0.37417,0.3174,0.32356,0.16608,1.9742,3.816,3.11549,0.000260561,0.000260561,0.000260561
38,3325.13,0.84945,0.764,1.508,0.46277,0.33787,0.34429,0.17307,2.0173,3.73065,3.21788,0.000242549,0.000242549,0.000242549
39,3412.24,0.82256,0.7436,1.49201,0.39572,0.34843,0.3291,0.16513,1.98117,3.75013,3.21568,0.000224536,0.000224536,0.000224536
40,3499.59,0.80931,0.7238,1.47787,0.39581,0.35056,0.34566,0.17984,2.0036,3.74381,3.26386,0.000206524,0.000206524,0.000206524
41,3587.08,0.69057,0.54241,1.3992,0.36772,0.35557,0.32114,0.16072,1.99894,3.836,3.21699,0.000188512,0.000188512,0.000188512
42,3673.74,0.68934,0.52911,1.42425,0.42398,0.32495,0.32787,0.16432,1.98755,3.89188,3.22411,0.0001705,0.0001705,0.0001705
43,3760.27,0.67054,0.49665,1.407,0.46519,0.32469,0.33326,0.16412,2.01571,3.89172,3.25471,0.000152488,0.000152488,0.000152488
44,3846.76,0.64623,0.4769,1.36087,0.44794,0.31078,0.34607,0.17247,2.01656,4.01309,3.20806,0.000134475,0.000134475,0.000134475
45,3933.28,0.63531,0.47374,1.35475,0.42279,0.31864,0.34954,0.17457,1.98777,4.05271,3.14327,0.000116463,0.000116463,0.000116463
46,4019.84,0.62485,0.45913,1.33587,0.46221,0.34617,0.35505,0.1806,1.99964,3.95413,3.15615,9.84511e-05,9.84511e-05,9.84511e-05
47,4106.5,0.61785,0.45988,1.33517,0.43931,0.32337,0.33359,0.17154,1.98589,4.08069,3.17859,8.04389e-05,8.04389e-05,8.04389e-05
48,4192.95,0.61396,0.45592,1.31758,0.42066,0.32217,0.34551,0.17598,2.0063,4.05823,3.20938,6.24267e-05,6.24267e-05,6.24267e-05
49,4279.4,0.6101,0.45373,1.3392,0.46962,0.33236,0.34379,0.17451,1.99318,4.1086,3.19612,4.44145e-05,4.44145e-05,4.44145e-05
50,4365.71,0.58595,0.44682,1.302,0.4502,0.32233,0.34294,0.17059,1.98964,4.11879,3.21894,2.64023e-05,2.64023e-05,2.64023e-05
