epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,2712.98,0.62314,0.85052,1.56253,0.41595,0.36422,0.35022,0.1684,1.19662,3.33673,2.95334,0.00036781,0.00036781,0.00036781
32,2799.97,0.62037,0.84072,1.56173,0.36854,0.35977,0.32146,0.16365,1.23313,3.31703,3.05404,0.000349771,0.000349771,0.000349771
33,2887.07,0.61646,0.83967,1.57045,0.40532,0.33451,0.33217,0.17159,1.19906,3.50258,2.96978,0.000331731,0.000331731,0.000331731
34,2974.16,0.61815,0.82188,1.55686,0.41027,0.33103,0.32424,0.16473,1.22274,3.60326,3.05036,0.000313692,0.000313692,0.000313692
35,3061.29,0.60986,0.80526,1.55382,0.45959,0.34477,0.34515,0.17193,1.2624,3.48185,3.06402,0.000295652,0.000295652,0.000295652
36,3148.47,0.6019,0.80026,1.55091,0.46174,0.34958,0.34658,0.17633,1.18146,3.50653,2.91468,0.000277612,0.000277612,0.000277612
37,3235.61,0.58384,0.76741,1.51356,0.40202,0.35376,0.33083,0.16716,1.20256,3.48387,2.99356,0.000259573,0.000259573,0.000259573
38,3322.63,0.59349,0.77988,1.50975,0.39187,0.36421,0.33404,0.16051,1.22491,3.57125,3.03834,0.000241533,0.000241533,0.000241533
39,3409.83,0.58174,0.7724,1.48784,0.42405,0.35866,0.33143,0.16755,1.22337,3.53111,3.03894,0.000223493,0.000223493,0.000223493
40,3496.81,0.57791,0.75169,1.4837,0.47551,0.34577,0.3537,0.1824,1.26551,3.23733,3.15605,0.000205454,0.000205454,0.000205454
41,3584.08,0.49836,0.58544,1.4287,0.44906,0.39365,0.3597,0.17722,1.2801,3.48366,3.20978,0.000187414,0.000187414,0.000187414
42,3670.54,0.49766,0.5682,1.45321,0.42388,0.35034,0.34667,0.17353,1.22006,3.67214,3.04517,0.000169374,0.000169374,0.000169374
43,3757.02,0.48486,0.54441,1.45883,0.43004,0.37609,0.3615,0.19115,1.22114,3.66929,3.07324,0.000151335,0.000151335,0.000151335
44,3843.62,0.47115,0.52115,1.39438,0.43748,0.36457,0.35354,0.17776,1.26015,3.68027,3.15023,0.000133295,0.000133295,0.000133295
45,3930.17,0.47227,0.52446,1.39214,0.43034,0.38257,0.36198,0.19329,1.21654,3.47565,3.09247,0.000115255,0.000115255,0.000115255
46,4016.76,0.45912,0.51187,1.37857,0.45922,0.3638,0.37532,0.19391,1.2256,3.58193,3.06679,9.72157e-05,9.72157e-05,9.72157e-05
47,4103.34,0.44986,0.4937,1.35371,0.5008,0.33253,0.37391,0.19621,1.21689,3.59119,3.0676,7.91761e-05,7.91761e-05,7.91761e-05
48,4190.07,0.45011,0.4993,1.37638,0.48188,0.33824,0.36267,0.19483,1.2144,3.66065,3.07805,6.11364e-05,6.11364e-05,6.11364e-05
49,4276.45,0.44842,0.49349,1.37014,0.45336,0.34636,0.36779,0.19698,1.23012,3.69164,3.09776,4.30968e-05,4.30968e-05,4.30968e-05
50,4362.98,0.43326,0.48583,1.32769,0.43767,0.36617,0.36665,0.19269,1.22585,3.76268,3.12158,2.50571e-05,2.50571e-05,2.50571e-05
