epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,1319.37,0.96107,1.09103,1.67675,0.37731,0.385,0.34961,0.17233,1.72109,3.00281,2.71476,0.000656911,0.000656911,0.000656911
16,1406.88,0.95174,1.04625,1.65668,0.33005,0.35615,0.30616,0.15086,1.74828,3.05743,2.87755,0.000638904,0.000638904,0.000638904
17,1494.29,0.93863,1.04323,1.66553,0.3714,0.3758,0.31712,0.15268,1.73104,3.16537,2.76784,0.000620898,0.000620898,0.000620898
18,1581.47,0.92204,0.99228,1.59584,0.4948,0.31959,0.34658,0.16704,1.72199,3.29795,2.74351,0.000602892,0.000602892,0.000602892
19,1668.7,0.91558,1.00338,1.6351,0.33748,0.36043,0.29454,0.13725,1.73625,3.33581,2.80769,0.000584885,0.000584885,0.000584885
20,1756.17,0.89587,0.95878,1.57023,0.3781,0.36391,0.30983,0.14985,1.8008,3.33732,2.92491,0.000566879,0.000566879,0.000566879
21,1843.3,0.89921,0.98088,1.59462,0.39201,0.32605,0.31995,0.17166,1.74353,3.60288,2.77937,0.000548872,0.000548872,0.000548872
22,1930.54,0.89305,0.95647,1.59539,0.42588,0.3401,0.33363,0.17092,1.73985,3.39424,2.83784,0.000530866,0.000530866,0.000530866
23,2017.91,0.88658,0.94308,1.57927,0.3657,0.38592,0.33058,0.16225,1.685,3.4336,2.79199,0.00051286,0.00051286,0.00051286
24,2105.11,0.85869,0.90292,1.54179,0.37728,0.37102,0.32438,0.16251,1.71921,3.49829,2.87461,0.000494853,0.000494853,0.000494853
25,2192.36,0.86458,0.903,1.53718,0.42808,0.3612,0.3263,0.15846,1.78301,3.46085,2.95047,0.000476847,0.000476847,0.000476847
26,2279.67,0.83981,0.85506,1.51158,0.39874,0.39509,0.34577,0.1659,1.69396,3.41619,2.79751,0.00045884,0.00045884,0.00045884
27,2366.85,0.84679,0.8837,1.5478,0.40252,0.33298,0.30626,0.15376,1.71229,3.79068,2.88128,0.000440834,0.000440834,0.000440834
28,2454.09,0.81514,0.8297,1.49408,0.35145,0.31845,0.30064,0.15634,1.74618,3.69181,2.96637,0.000422828,0.000422828,0.000422828
29,2541.42,0.81891,0.80338,1.4939,0.35638,0.35181,0.30583,0.15367,1.73429,3.63667,2.89359,0.000404821,0.000404821,0.000404821
30,2628.68,0.80468,0.80694,1.47789,0.4152,0.31018,0.30141,0.15354,1.74867,3.73231,2.95593,0.000386815,0.000386815,0.000386815
31,2715.97,0.79112,0.8186,1.47106,0.43845,0.24534,0.29634,0.15076,1.72818,3.79331,2.87692,0.000368809,0.000368809,0.000368809
32,2803.31,0.78559,0.806,1.46034,0.41339,0.30396,0.31235,0.15818,1.69034,3.49873,2.8021,0.000350802,0.000350802,0.000350802
33,2890.5,0.78581,0.79771,1.46587,0.34283,0.31729,0.28893,0.1423,1.74538,3.69948,2.92907,0.000332796,0.000332796,0.000332796
34,2977.78,0.78764,0.80106,1.46499,0.37062,0.2869,0.31269,0.15614,1.68587,3.94938,2.88007,0.000314789,0.000314789,0.000314789
35,3065.13,0.77333,0.76218,1.44485,0.44808,0.32945,0.3296,0.17132,1.69278,3.7631,2.80009,0.000296783,0.000296783,0.000296783
36,3152.23,0.76053,0.77025,1.43877,0.37399,0.33503,0.32746,0.17109,1.64489,3.76605,2.78362,0.000278777,0.000278777,0.000278777
37,3239.41,0.74571,0.73761,1.42519,0.37927,0.3597,0.33909,0.17583,1.69468,3.67024,2.8499,0.00026077,0.00026077,0.00026077
38,3326.77,0.76482,0.76975,1.42219,0.44934,0.29155,0.32624,0.17122,1.67907,3.91497,2.80132,0.000242764,0.000242764,0.000242764
39,3413.96,0.74874,0.74177,1.40644,0.39199,0.32785,0.31746,0.16475,1.68384,3.80558,2.77819,0.000224758,0.000224758,0.000224758
40,3501.34,0.73446,0.72971,1.39701,0.41914,0.33842,0.34033,0.17214,1.6963,3.66881,2.86921,0.000206751,0.000206751,0.000206751
41,3588.68,0.62013,0.54331,1.31674,0.38262,0.32122,0.33403,0.17217,1.71532,3.81101,2.92615,0.000188745,0.000188745,0.000188745
42,3675.15,0.6134,0.52243,1.32879,0.40572,0.31196,0.32368,0.17187,1.73009,4.00427,2.88204,0.000170738,0.000170738,0.000170738
43,3761.76,0.59748,0.49708,1.31335,0.41557,0.3216,0.33459,0.17137,1.71949,3.94269,2.91996,0.000152732,0.000152732,0.000152732
44,3848.06,0.57467,0.4793,1.27987,0.43581,0.33834,0.34301,0.18185,1.713,3.97637,2.90771,0.000134726,0.000134726,0.000134726
45,3934.72,0.56809,0.47006,1.25752,0.45955,0.31589,0.33722,0.17473,1.70543,4.01551,2.90955,0.000116719,0.000116719,0.000116719
46,4021.31,0.55661,0.4557,1.24997,0.48979,0.27149,0.33515,0.18002,1.69086,4.09937,2.88714,9.87129e-05,9.87129e-05,9.87129e-05
47,4107.91,0.55104,0.45709,1.24727,0.45029,0.30775,0.33987,0.1823,1.69327,4.16016,2.89694,8.07065e-05,8.07065e-05,8.07065e-05
48,4194.67,0.54292,0.44772,1.24089,0.41682,0.29686,0.34366,0.18315,1.71193,4.0298,2.96682,6.27001e-05,6.27001e-05,6.27001e-05
49,4281.48,0.542,0.44058,1.25833,0.43601,0.30996,0.34749,0.18476,1.69784,4.08462,2.88791,4.46937e-05,4.46937e-05,4.46937e-05
50,4368.1,0.52904,0.43803,1.21817,0.46574,0.30805,0.35265,0.18165,1.71187,4.0627,2.94721,2.66873e-05,2.66873e-05,2.66873e-05
