epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,3066.35,0.85452,0.67136,1.55027,0.38956,0.34087,0.3257,0.17015,1.94063,3.34458,3.14286,0.000296981,0.000296981,0.000296981
36,3153.79,0.83871,0.6511,1.54064,0.41497,0.33002,0.33032,0.17005,1.9453,3.36698,3.0776,0.00027898,0.00027898,0.00027898
37,3240.95,0.83712,0.66749,1.54225,0.43703,0.36951,0.352,0.16796,1.96853,3.37493,3.25171,0.00026098,0.00026098,0.00026098
38,3328.26,0.82714,0.63483,1.5212,0.4216,0.33241,0.32455,0.16391,1.93861,3.38321,3.11468,0.000242979,0.000242979,0.000242979
39,3415.69,0.80903,0.63209,1.49701,0.41321,0.35542,0.33711,0.17522,1.97167,3.39863,3.2142,0.000224979,0.000224979,0.000224979
40,3503.03,0.80622,0.62832,1.48606,0.43696,0.35397,0.36191,0.1875,1.88668,3.27771,3.11213,0.000206978,0.000206978,0.000206978
41,3590.68,0.6572,0.43449,1.35622,0.426,0.34503,0.32863,0.17704,1.90069,3.57136,3.18854,0.000188977,0.000188977,0.000188977
42,3677.4,0.65175,0.42993,1.36478,0.42862,0.30228,0.33397,0.18087,1.96763,3.54302,3.25076,0.000170977,0.000170977,0.000170977
43,3763.96,0.62839,0.40458,1.35978,0.45108,0.33146,0.33282,0.17036,1.94764,3.59356,3.23438,0.000152976,0.000152976,0.000152976
44,3850.6,0.61857,0.38517,1.32696,0.4335,0.32289,0.34141,0.17817,1.9598,3.48938,3.24461,0.000134976,0.000134976,0.000134976
45,3937.27,0.60267,0.38882,1.31684,0.45481,0.31781,0.34386,0.17989,1.98358,3.54215,3.2994,0.000116975,0.000116975,0.000116975
46,4023.84,0.58933,0.37784,1.29659,0.48687,0.32034,0.34271,0.1745,1.94499,3.5103,3.29027,9.89746e-05,9.89746e-05,9.89746e-05
47,4110.33,0.58149,0.38057,1.29915,0.48107,0.32324,0.35056,0.18569,1.94928,3.51516,3.18512,8.09741e-05,8.09741e-05,8.09741e-05
48,4197.04,0.57937,0.37436,1.28434,0.44522,0.32624,0.34509,0.18073,1.96075,3.60793,3.20304,6.29735e-05,6.29735e-05,6.29735e-05
49,4283.65,0.57364,0.37121,1.29154,0.43181,0.30791,0.35042,0.18005,1.93743,3.6713,3.17853,4.4973e-05,4.4973e-05,4.4973e-05
50,4370.18,0.55357,0.36251,1.2471,0.43987,0.31531,0.34473,0.1756,1.95319,3.68458,3.23001,2.69724e-05,2.69724e-05,2.69724e-05
