epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,2889.6,0.9369,0.8079,1.3677,0.48308,0.31569,0.33253,0.16982,2.02941,3.54853,2.61009,0.000333209,0.000333209,0.000333209
34,2976.66,0.90696,0.77501,1.31944,0.46762,0.36173,0.3456,0.17339,2.05335,3.6664,2.64021,0.000315215,0.000315215,0.000315215
35,3064.02,0.89815,0.7641,1.31768,0.39949,0.35731,0.33619,0.17656,2.07952,3.67596,2.60772,0.000297222,0.000297222,0.000297222
36,3151.31,0.8805,0.75433,1.29528,0.49859,0.29663,0.35821,0.18289,2.06911,3.57937,2.60454,0.000279228,0.000279228,0.000279228
37,3238.46,0.86836,0.73368,1.31015,0.41953,0.35622,0.3481,0.18321,2.06019,3.49176,2.47748,0.000261235,0.000261235,0.000261235
38,3325.55,0.8599,0.72542,1.28646,0.43137,0.35893,0.34004,0.17091,2.027,3.61374,2.56698,0.000243241,0.000243241,0.000243241
39,3412.78,0.85869,0.71806,1.27015,0.39681,0.37247,0.33945,0.165,2.01559,3.74871,2.5546,0.000225248,0.000225248,0.000225248
40,3499.85,0.84568,0.71934,1.26902,0.37146,0.33502,0.34901,0.17769,2.08804,3.61277,2.57146,0.000207255,0.000207255,0.000207255
41,3587.39,0.71815,0.51164,1.18373,0.41608,0.33814,0.32997,0.17017,2.14395,3.68801,2.71257,0.000189261,0.000189261,0.000189261
42,3674,0.69685,0.50216,1.18438,0.39591,0.32136,0.34373,0.17451,2.12366,3.81941,2.67908,0.000171268,0.000171268,0.000171268
43,3760.53,0.69747,0.47249,1.19937,0.40429,0.33122,0.33083,0.17837,2.11582,3.87383,2.6991,0.000153274,0.000153274,0.000153274
44,3846.98,0.66956,0.45829,1.16143,0.40429,0.3065,0.34408,0.18004,2.11198,3.85769,2.66854,0.000135281,0.000135281,0.000135281
45,3933.57,0.66523,0.46084,1.15582,0.44214,0.30711,0.34416,0.17483,2.11988,3.84824,2.74856,0.000117287,0.000117287,0.000117287
46,4020.06,0.64711,0.44342,1.13329,0.38882,0.31547,0.35135,0.1808,2.13174,3.90812,2.79072,9.92937e-05,9.92937e-05,9.92937e-05
47,4106.59,0.62826,0.43751,1.13412,0.40248,0.33395,0.34759,0.18485,2.10289,3.90543,2.69411,8.13002e-05,8.13002e-05,8.13002e-05
48,4193.25,0.63541,0.44291,1.13324,0.40201,0.33323,0.35391,0.18705,2.11211,3.86226,2.73915,6.33068e-05,6.33068e-05,6.33068e-05
49,4280.04,0.62715,0.42419,1.13631,0.41238,0.30987,0.35052,0.18663,2.09277,3.99214,2.71077,4.53133e-05,4.53133e-05,4.53133e-05
50,4366.6,0.60323,0.41823,1.09374,0.39835,0.3352,0.35286,0.18295,2.09079,4.00844,2.75027,2.73198e-05,2.73198e-05,2.73198e-05
