epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,2001.66,0.99736,0.82978,1.65144,0.3304,0.33144,0.31031,0.15298,2.09023,3.23934,3.08252,0.000477043,0.000477043,0.000477043
26,2081.4,0.98309,0.79357,1.6271,0.38074,0.38365,0.33268,0.16508,2.11223,3.05995,3.20605,0.000459045,0.000459045,0.000459045
27,2161.87,0.9851,0.81584,1.64331,0.37853,0.33689,0.33434,0.16347,2.05191,3.35478,2.97832,0.000441047,0.000441047,0.000441047
28,2243.42,0.93851,0.7602,1.58556,0.37643,0.37803,0.32663,0.16937,2.11077,3.10648,3.09822,0.000423049,0.000423049,0.000423049
29,2323.19,0.91913,0.70534,1.56621,0.38225,0.3814,0.32325,0.16372,2.11623,3.18151,3.22529,0.00040505,0.00040505,0.00040505
30,2402.8,0.92261,0.73993,1.55778,0.41408,0.33181,0.32032,0.16195,2.06789,3.32968,3.21899,0.000387052,0.000387052,0.000387052
31,2482.52,0.92731,0.73868,1.57161,0.37127,0.33052,0.32487,0.16018,2.0971,3.34027,3.15297,0.000369054,0.000369054,0.000369054
32,2562.21,0.90864,0.72851,1.55866,0.40661,0.29247,0.32251,0.1613,2.0466,3.26424,3.18027,0.000351056,0.000351056,0.000351056
33,2641.67,0.89987,0.72521,1.5651,0.3784,0.35877,0.33689,0.16839,2.08338,3.3203,3.14245,0.000333058,0.000333058,0.000333058
34,2721.33,0.89867,0.72033,1.54538,0.4006,0.32357,0.33063,0.16712,2.10512,3.47348,3.24285,0.000315059,0.000315059,0.000315059
35,2801.06,0.89473,0.68748,1.52663,0.35818,0.36455,0.31646,0.16503,2.15634,3.38484,3.30836,0.000297061,0.000297061,0.000297061
36,2882.97,0.87892,0.68562,1.539,0.46098,0.37265,0.35664,0.18001,2.09937,3.43333,3.13964,0.000279063,0.000279063,0.000279063
37,2969.92,0.86382,0.68501,1.52326,0.41565,0.35473,0.34667,0.1779,2.08993,3.29094,3.16926,0.000261065,0.000261065,0.000261065
38,3056.8,0.87438,0.69697,1.52639,0.36552,0.33428,0.33756,0.17506,2.02074,3.56097,3.03449,0.000243067,0.000243067,0.000243067
39,3143.65,0.85325,0.67019,1.4984,0.38598,0.30744,0.33233,0.17013,2.06427,3.55368,3.12618,0.000225068,0.000225068,0.000225068
40,3230.58,0.84742,0.66087,1.5013,0.38322,0.3359,0.35185,0.17647,2.10512,3.33398,3.18465,0.00020707,0.00020707,0.00020707
41,3317.61,0.70217,0.45769,1.38948,0.36019,0.30826,0.32118,0.16524,2.11736,3.40391,3.18266,0.000189072,0.000189072,0.000189072
42,3403.91,0.68047,0.44119,1.36586,0.41046,0.29183,0.32919,0.16854,2.08922,3.532,3.22268,0.000171074,0.000171074,0.000171074
43,3490.42,0.66475,0.4224,1.38534,0.38205,0.28794,0.33217,0.16949,2.09027,3.62655,3.11028,0.000153076,0.000153076,0.000153076
44,3576.72,0.6442,0.40835,1.33423,0.42161,0.31854,0.35248,0.18132,2.07192,3.52188,3.10301,0.000135077,0.000135077,0.000135077
45,3663,0.6351,0.40834,1.3275,0.38833,0.30019,0.33881,0.17836,2.09733,3.57357,3.27233,0.000117079,0.000117079,0.000117079
46,3749.44,0.62658,0.39668,1.31989,0.38739,0.31408,0.32805,0.17838,2.08586,3.58926,3.19915,9.9081e-05,9.9081e-05,9.9081e-05
47,3835.66,0.6125,0.38932,1.31327,0.40648,0.33352,0.33241,0.17558,2.09467,3.6148,3.22911,8.10828e-05,8.10828e-05,8.10828e-05
48,3921.94,0.60964,0.39192,1.29637,0.40838,0.31713,0.35623,0.18397,2.11301,3.58884,3.25573,6.30846e-05,6.30846e-05,6.30846e-05
49,4008.3,0.60015,0.38677,1.30226,0.44556,0.32209,0.35429,0.18353,2.07512,3.62758,3.21249,4.50864e-05,4.50864e-05,4.50864e-05
50,4094.62,0.57981,0.38093,1.26064,0.43946,0.3194,0.35719,0.18639,2.07317,3.71576,3.20542,2.70882e-05,2.70882e-05,2.70882e-05
