epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,1317.25,1.06201,1.00147,1.73007,0.37075,0.41242,0.3488,0.17996,1.93932,2.95361,2.8789,0.000656832,0.000656832,0.000656832
16,1404.7,1.06141,1.00266,1.70748,0.42285,0.33745,0.31188,0.15493,1.98995,3.1527,2.95371,0.00063882,0.00063882,0.00063882
17,1492.13,1.04041,0.98681,1.70155,0.38401,0.35629,0.32946,0.16193,1.88922,3.05141,2.83811,0.000620808,0.000620808,0.000620808
18,1579.5,1.0296,0.94196,1.64847,0.41505,0.30586,0.32258,0.15065,2.00238,3.31888,2.944,0.000602796,0.000602796,0.000602796
19,1666.66,1.01584,0.94596,1.67897,0.34749,0.35997,0.3226,0.1597,1.93034,3.16791,3.01775,0.000584784,0.000584784,0.000584784
20,1753.91,1.00187,0.91521,1.63264,0.45378,0.29494,0.32118,0.14521,1.9693,3.29109,2.91685,0.000566772,0.000566772,0.000566772
21,1841.19,0.99932,0.92376,1.63143,0.3945,0.33826,0.32756,0.16477,1.92196,3.51762,2.86593,0.00054876,0.00054876,0.00054876
22,1928.26,1.0076,0.92235,1.63604,0.41258,0.29639,0.30561,0.14967,1.98323,3.54579,2.85742,0.000530748,0.000530748,0.000530748
23,2015.57,0.98804,0.88006,1.62686,0.33191,0.33348,0.32291,0.16674,1.92798,3.44912,2.91143,0.000512736,0.000512736,0.000512736
24,2102.82,0.96212,0.86833,1.60188,0.42156,0.37168,0.34513,0.17651,1.93634,3.2346,2.86746,0.000494724,0.000494724,0.000494724
25,2190.04,0.96004,0.87418,1.58925,0.38519,0.31794,0.32606,0.16348,2.02333,3.24013,2.98973,0.000476712,0.000476712,0.000476712
26,2277.25,0.94906,0.82851,1.5711,0.41436,0.32337,0.31804,0.15744,1.99933,3.3267,2.96457,0.0004587,0.0004587,0.0004587
27,2364.41,0.93979,0.83546,1.57114,0.41824,0.27143,0.31535,0.16113,2.04101,3.70013,3.01537,0.000440688,0.000440688,0.000440688
28,2451.62,0.92874,0.80717,1.56097,0.41054,0.36219,0.3524,0.16832,1.98523,3.45942,2.90922,0.000422676,0.000422676,0.000422676
29,2538.78,0.9027,0.76621,1.52999,0.40268,0.31706,0.32061,0.16546,1.97734,3.4562,3.0259,0.000404664,0.000404664,0.000404664
30,2625.94,0.89837,0.77682,1.52964,0.48931,0.31497,0.33842,0.15945,1.98897,3.58725,3.01866,0.000386652,0.000386652,0.000386652
31,2713.22,0.89117,0.76687,1.52236,0.48884,0.33558,0.326,0.16078,2.0422,3.71044,3.03152,0.000368639,0.000368639,0.000368639
32,2800.43,0.87353,0.76284,1.5182,0.40104,0.35046,0.3381,0.16662,1.99309,3.32599,3.05458,0.000350627,0.000350627,0.000350627
33,2887.56,0.87219,0.74926,1.51328,0.41755,0.38438,0.35245,0.16483,2.01684,3.36207,3.01181,0.000332615,0.000332615,0.000332615
34,2974.84,0.87424,0.78726,1.51161,0.42258,0.32649,0.33278,0.17036,1.98461,3.32426,3.03067,0.000314603,0.000314603,0.000314603
35,3061.94,0.86012,0.71957,1.49925,0.41215,0.35873,0.32784,0.16151,2.02486,3.37654,3.00847,0.000296591,0.000296591,0.000296591
36,3149.11,0.85622,0.73445,1.49661,0.40781,0.35259,0.34948,0.17197,1.97896,3.53718,3.03536,0.000278579,0.000278579,0.000278579
37,3236.29,0.83767,0.71077,1.48062,0.43802,0.31386,0.35829,0.17654,2.02759,3.5114,3.05421,0.000260567,0.000260567,0.000260567
38,3323.43,0.853,0.73404,1.48012,0.44315,0.35032,0.36041,0.18373,1.97235,3.42662,3.00522,0.000242555,0.000242555,0.000242555
39,3411.03,0.82142,0.70124,1.45066,0.39446,0.33481,0.33064,0.16525,2.05289,3.50327,3.1562,0.000224543,0.000224543,0.000224543
40,3498.09,0.81907,0.69213,1.45436,0.38055,0.3169,0.35055,0.17061,2.06364,3.40035,3.19986,0.000206531,0.000206531,0.000206531
41,3585.58,0.68463,0.50136,1.36118,0.37065,0.32281,0.33798,0.1623,2.04113,3.52462,3.2028,0.000188519,0.000188519,0.000188519
42,3672.12,0.67636,0.48733,1.36736,0.4366,0.30552,0.33397,0.16107,2.00839,3.70329,3.13489,0.000170507,0.000170507,0.000170507
43,3758.46,0.65841,0.46886,1.35405,0.40924,0.30378,0.32966,0.15943,2.02894,3.59754,3.11757,0.000152495,0.000152495,0.000152495
44,3844.88,0.6392,0.43643,1.31291,0.47195,0.30079,0.32397,0.15781,2.01061,3.70548,3.0855,0.000134483,0.000134483,0.000134483
45,3931.34,0.62096,0.43544,1.30386,0.473,0.29879,0.34274,0.16476,1.9979,3.71245,3.11885,0.000116471,0.000116471,0.000116471
46,4017.78,0.61859,0.43237,1.28976,0.43202,0.31536,0.33775,0.16622,1.99376,3.7387,3.12797,9.84592e-05,9.84592e-05,9.84592e-05
47,4104.12,0.60455,0.42518,1.28721,0.42735,0.28713,0.33105,0.16801,1.99558,3.76958,3.07331,8.04472e-05,8.04472e-05,8.04472e-05
48,4190.55,0.60102,0.42466,1.27127,0.40153,0.31708,0.35288,0.17405,1.988,3.70617,3.06959,6.24352e-05,6.24352e-05,6.24352e-05
49,4277.02,0.59765,0.41639,1.2867,0.40985,0.29151,0.35348,0.17734,1.98108,3.707,3.08641,4.44232e-05,4.44232e-05,4.44232e-05
50,4363.43,0.5782,0.41,1.24409,0.49904,0.2638,0.35145,0.17579,1.96744,3.84394,3.10416,2.64112e-05,2.64112e-05,2.64112e-05
